Gm#,Date,Boxscore,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,PA,AB,R.1,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc,Season,IP,Pit,Str,StL,StS,Pitchers Used (Rest-GameScore-Dec)
24,2022-05-03,boxscore,MIL,,CIN,W,6,3,,16-8,1.0,up 2.5,Woodruff,Mahle,Williams,0.1319444444,N,21961.0,1.16,+,,35,29,6,6,1,0,2,6,1,1,5,7,0.218,0.292,0.372,0.664,13,0,0,0,1,1.0,0,0.19,5,9.0,Tyler Mahle,R,33.0,2022,9.0,144.0,103.0,28.0,29.0,"B.Woodruff (6-61-W), A.Ashby (5-H), D.Williams (4-S)"
25,2022-05-04,boxscore,MIL,,CIN,W,18,4,,17-8,1.0,up 2.5,Peralta,Gutierrez,,0.1569444444,N,25413.0,1.19,++,,51,39,18,17,3,0,3,18,0,0,9,6,0.228,0.306,0.39,0.696,29,1,2,0,1,0.0,0,0.452,9,12.0,Vladimir Gutierrez,R,19.0,2022,9.0,158.0,100.0,22.0,15.0,"F.Peralta (5-50-W), T.Gott (3-H), J.Gustave (2), H.Milner (4), B.Suter (2)"
26,2022-05-05,boxscore,MIL,,CIN,W,10,5,,18-8,1.0,up 2.5,Houser,Greene,,0.1284722222,D,21715.0,1.21,+++,,40,36,10,12,4,0,6,10,2,0,2,15,0.233,0.31,0.414,0.724,34,0,2,0,0,0.0,0,0.4,6,9.0,Hunter Greene,R,14.0,2022,9.0,139.0,94.0,31.0,17.0,"A.Houser (5-40-W), T.Gott (0-H), B.Boxberger (6-H), D.Williams (1-H), 
H.Milner (0)"
27,2022-05-06,boxscore,MIL,@,ATL,W,6,3,,19-8,1.0,up 2.5,Lauer,McHugh,Hader,0.1354166667,N,36307.0,1.23,++++,,43,39,6,11,3,0,0,5,0,0,4,11,0.235,0.312,0.411,0.723,14,0,0,0,0,0.0,0,0.393,10,9.0,Jesse Chavez,R,39.0,2022,9.0,139.0,90.0,21.0,21.0,"E.Lauer (5-68-W), B.Boxberger (0-H), J.Gustave (1), J.Hader (8-S)"
28,2022-05-07,boxscore,MIL,@,ATL,L,2,3,,19-9,1.0,up 2.5,Fried,Burnes,Jansen,0.1229166667,N,37857.0,1.2,-,,33,32,2,7,2,0,1,2,0,2,1,11,0.234,0.31,0.41,0.72,12,0,0,0,0,0.0,0,0.3,4,9.0,Max Fried,L,72.0,2022,8.0,135.0,87.0,22.0,22.0,"C.Burnes (5-60-L), L.Perdomo (99)"
29,2022-05-08,boxscore,MIL,@,ATL,L,2,9,,19-10,1.0,up 2.5,Morton,Ashby,,0.1194444444,D,36551.0,1.21,--,,34,29,2,4,0,0,0,1,0,0,4,7,0.232,0.308,0.402,0.71,4,2,1,0,0,0.0,0,0.182,5,10.0,Charlie Morton,R,65.0,2022,8.0,149.0,88.0,23.0,17.0,"A.Ashby (4-23-L), J.Gustave (1), B.Suter (3), H.Milner (2)"
30,2022-05-09,boxscore,MIL,@,CIN,L,5,10,,19-11,1.0,up 2.0,Cessa,Woodruff,,0.1375,N,10046.0,1.18,---,,37,34,5,7,1,0,1,5,3,0,3,10,0.231,0.307,0.399,0.706,11,1,0,0,0,0.0,0,0.261,5,9.0,Luis Castillo,R,48.0,2022,8.0,166.0,100.0,29.0,18.0,"B.Woodruff (5-29-L), T.Gott (3), J.Gustave (0), H.Milner (0), B.Boxberger 
(2)"
31,2022-05-10,boxscore,MIL,@,CIN,W,5,4,,20-11,1.0,up 3.0,Peralta,Greene,Hader,0.1597222222,N,10445.0,1.2,+,,43,34,5,9,2,0,1,5,1,0,7,8,0.232,0.31,0.399,0.71,14,1,1,0,1,0.0,0,0.308,11,9.0,Hunter Greene,R,54.0,2022,9.0,167.0,99.0,33.0,22.0,"F.Peralta (5-64-W), B.Suter (1-H), B.Boxberger (0-H), D.Williams (4), 
L.Perdomo (2-H), J.Hader (3-S)"
32,2022-05-11,boxscore,MIL,@,CIN,L,11,14,,20-12,1.0,up 2.0,Díaz,Houser,,0.1430555556,D,11851.0,1.18,-,,45,41,11,15,5,1,5,11,0,1,3,10,0.237,0.315,0.419,0.734,37,0,1,0,0,0.0,0,0.385,7,10.0,Vladimir Gutierrez,R,40.0,2022,8.0,148.0,86.0,19.0,9.0,"A.Houser (5-29-L), H.Milner (1), B.Suter (0), J.Mejía (99), L.Perdomo (0)"
33,2022-05-13,boxscore,MIL,@,MIA,W,2,1,,21-12,1.0,up 3.5,Williams,Scott,Hader,0.1201388889,N,9110.0,1.21,+,,36,34,2,6,1,0,1,2,0,0,1,14,0.235,0.312,0.415,0.727,10,0,1,0,0,1.0,0,0.263,7,10.0,Pablo López,R,78.0,2022,9.0,114.0,74.0,17.0,16.0,"C.Burnes (5-70), D.Williams (2-W), J.Hader (2-S)"
